CustomerName,LasPayRecieved,LasBilRaise,CreditBalance,TotHWbill,TotSWbill,LasHW_bildate,avgBillamt,avgBillTout,avgBill:Tout,Totdebitamt,debitTout,TotDebit:debTout,CrntDebitamt,CrntTout,CrntDebitamt:CrntTout,debitFreq,creditFreq,dbtfreq:crdtfreq
NALLAPPA TRANSPORTS HPCL,,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
NAMAKKAL SATHYA ROADWAYS IOCL 11037577,,,0,0,2644.84,,0,0,0,0,0,0,-2644.84,0,0,,,
NANDHNI TRAVELS,37760.00,2077.00,4531.0,22089.0,20202.0,12/28/2021,10572,4531.0,2:1,42291.0,4531.0,9:1,42291.0,4531.0,9:1,Monthly,,
Nandini Bus Service22048,,3481.00,3481.0,3481.0,0,10/29/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
NANDI SEEDS PRIVATE LIMITED,8120.00,2596.00,9748.0,31152.0,59708.0,2/18/2022,7257,5972,1:1,90860.0,9748.0,9:1,87084.0,9748.0,9:1,Monthly,quaterly,Monthly:quaterly
Narendra Travels,7316.00,7316.00,0,0,7316.0,,0,0,0,0,0,0,0,0,0,,,
NARESH BULK CARRIER IOCL 11004500,,,0,0,1628.1,,0,0,0,0,0,0,-1628.1,0,0,,,
Narmada Tours and Travels,,,0,0,99828.0,,0,0,0,0,0,0,-99828.0,0,0,,,
Narmada Travels,17523.00,17523.00,0,0,23010.0,,11505,0,0,0,0,0,0,0,0,yearly,yearly,yearly:yearly
National Express NTHO,,,0,0,10443.0,,0,0,0,0,0,0,-10443.0,0,0,,,
National Travels,3500.00,3481.00,0,3481.0,3481.0,3/31/2022,0,0,0,0,0,0,0,0,0,,,
National Travels Madurai,,6962.00,23848.0,17405.0,6443.0,2/15/2022,5801,17405,1:3,23848.0,23848.0,1:1,17405.0,23848.0,1:1,quaterly,,
Natkar Travels,31800.00,31800.00,0,31800.0,0,12/2/2021,0,0,0,0,0,0,0,0,0,,,
Naveen Travels 19885,,6962.00,6962.0,6962.0,0,7/16/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
NBW ENTERPRISES PRIVATE LIMITED,,,0,0,26550.0,,0,0,0,0,0,0,-26550.0,0,0,,,
NEETHU & CO HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
N.E.ROADLINES HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
New Durga Travels,3000.00,3481.00,481.0,3481.0,3481.0,3/28/2022,0,481.0,0,3481.0,481.0,7:1,3481.0,481.0,7:1,,,
New Indian Travels,7000.00,6962.00,0,6962.0,6962.0,12/29/2021,0,0,0,0,0,0,0,0,0,,,
New Kaira transport,,10443.00,0,10443.0,10443.0,4/30/2021,0,0,0,0,0,0,0,0,0,,,
New Lucky Travels,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
New Travel India,,,0,0,99830.0,,0,0,0,0,0,0,-99830.0,0,0,,,
New United Travels,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
NGP TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Nickys Trans Bus21231,,3481.00,3481.0,3481.0,0,8/26/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Niha Transport21256,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
Nilakantheswar21374,,,10386.0,0,20886.0,4/8/2021,0,-10500,0,20886.0,10386.0,2:1,0.0,10386.0,0,,,
Nilamadhab Travels18660,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
NIMIS XPRESS TRUCKING,,,41910.0,0,41910.0,,2360,11800,1:5,41910.0,41910.0,1:1,11800.0,41910.0,1:4,Monthly,,
NIRMA LIMITED,2610.00,2655.00,3794.0,0,81792.0,,4768,-25547,0:1,81792.0,3794.0,22:1,52451.0,3794.0,14:1,Monthly,Monthly,Monthly:Monthly
NITIN TRANSPORT HPCL,9150.00,9150.00,0,0,9150.0,,0,0,0,0,0,0,0,0,0,,,
NIVVESH BULK CARRIERS IOCL 11004517,,,0,0,1091.52,,0,0,0,0,0,0,-1091.52,0,0,,,
NKM TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
NKT LORRY SERVICE IOCL 11032102,,,0,0,2100.0,,0,0,0,0,0,0,-2100.0,0,0,,,
NKT TRANSPORTS IOCL 11037531,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
N M GAZ AGENCIEES,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
Nokia Solutions and Networks India Pvt Ltd,124894.64,33040.00,555685.25,404740.0,1792472.3,3/31/2022,170834,408485,1:2,2197212.3,555685.25,4:1,2050012.9999999998,555685.25,4:1,Monthly,Monthly,Monthly:Monthly
NOOR TOTALGAZ DISTRIBUTOR,,743.00,1486.0,0,1486.0,,0,743,0,1486.0,1486.0,1:1,743.0,1486.0,1:2,,,
Northern Travels,,,0,0,5668.0,,0,0,0,0,0,0,-5668.0,0,0,,,
N PALIAMMAN IOCL,,,0,0,124997.0,,0,0,0,0,0,0,-124997.0,0,0,,,
NPK TRANSPORTS IOCL 11020454,,,0,0,2025.42,,0,0,0,0,0,0,-2025.42,0,0,,,
NPP TRANSPORTS(Srajamanickam) 11032205,,,0,0,546.0,,0,0,0,0,0,0,-546.0,0,0,,,
NPS TRANSPORTS IOCL 11004484,,,0,0,1316.42,,0,0,0,0,0,0,-1316.42,0,0,,,
NR BROS TRANSPORT IOCL 11032087,,,0,0,546.68,,0,0,0,0,0,0,-546.68,0,0,,,
NSK BULK CARRIERS IOCL 11037572,,,0,0,2402.42,,0,0,0,0,0,0,-2402.42,0,0,,,
NSK TRANSPORTS IOCL 11026828,,,0,0,549.0,,0,0,0,0,0,0,-549.0,0,0,,,
NS TOURS AND TRAVELS,51920.00,51920.00,0,51920.0,0,2/28/2022,0,0,0,0,0,0,0,0,0,,,
Nurture Enterprises,,,0,0,590.0,,0,0,0,0,0,0,-590.0,0,0,,,
NURTURE INTERNATIONAL SCHOOL,2832.00,2832.00,13056.0,16992.0,8496.0,3/2/2022,6372,13056.0,1:2,25488.0,13056.0,2:1,25488.0,13056.0,2:1,Monthly,quaterly,Monthly:quaterly
OEC RECORDS MANAGEMENT COMPANY PRIVATE LIMITED,290.00,295.00,40.0,0,2360.0,,393,40.0,10:1,2360.0,40.0,59:1,2360.0,40.0,59:1,Monthly,quaterly,Monthly:quaterly
OHHO Travels21752,,6962.00,6962.0,6962.0,0,4/26/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Olive Travel Lines22723,,,0,6962.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Olympic Flame Indane Gas Agency,3092.00,,3092.0,0,6184.0,,3092,3092.0,1:1,6184.0,3092.0,2:1,6184.0,3092.0,2:1,halfyearly,,
Om Sai Baba Tour and Travels,,,0,0,6867.0,,0,0,0,0,0,0,-6867.0,0,0,,,
Om Sri Travels,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Ongo Tranz21243,,,0,0,0,4/8/2021,0,0,0,0,0,0,0,0,0,,,
ORIGINOVATE SYSTEMS PRIVATE LIMITED,,,0,0,16899.0,,0,0,0,0,0,0,-16899.0,0,0,,,
ORILOG,,,0,0,100.0,,0,0,0,0,0,0,-100.0,0,0,,,
ORIX Auto Infrastructure Services Limited,1472.00,,12976.8,0,167508.8,,10832,-24548,0:1,167508.8,12976.8,13:1,129983.99999999999,12976.8,10:1,Monthly,halfyearly,Monthly:halfyearly
OSM TRAVELS,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
Paavai Travels22335,,6962.00,6962.0,6962.0,0,8/27/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
PACIFIC SEA AND SKYLINKS PVT LTD,,,90.0,0,7080.0,,0,90.0,0,7080.0,90.0,79:1,7080.0,90.0,79:1,,,
PACIFIC SEA & SKYLINKS PVT LTD OLD,,,0,0,7670.0,,0,0,0,0,0,0,-7670.0,0,0,,,
Pahari Kanya21175,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Pai And Pai Chemicals PVT Ltd,7552.00,7552.00,28748.0,3540.0,100492.0,11/22/2021,7532,15104,1:2,104032.0,28748.0,4:1,90388.0,28748.0,3:1,Monthly,Monthly,Monthly:Monthly
Pai And Pai Enterprises,472.00,472.00,944.0,0,6608.0,,472,0,0,6608.0,944.0,7:1,5664.0,944.0,6:1,Monthly,quaterly,Monthly:quaterly
PALANIVELAN BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
PALANI VILAS ROADLINES IOCL 11020476,,,0,0,2646.84,,0,0,0,0,0,0,-2646.84,0,0,,,
Pallavan Bulk carriers HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Pammi Travels 17113,,,0,0,20886.0,4/8/2021,0,0,0,0,0,0,-20886.0,0,0,,,
PAN INDIA TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Paragjyothi Baruah,7000.00,7000.00,0,7000.0,0,10/7/2021,0,0,0,0,0,0,0,0,0,,,
Paramar Transport Co,25946.00,885.00,2720.0,354.0,135963.0,9/18/2021,17039,2720.0,6:1,136317.0,2720.0,50:1,136317.0,2720.0,50:1,Monthly,quaterly,Monthly:quaterly
Parameswar Travels,,3481.00,3481.0,3481.0,0,7/13/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Pareek Travels 9242,12154.00,5782.00,0,5782.0,0,4/6/2021,0,0,0,0,0,0,0,0,0,,,
Parijat Travels22368,,6962.00,6962.0,6962.0,0,10/4/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Parita Infotech Parisha Agro Tech,,,0,0,5947.0,,0,0,0,0,0,0,-5947.0,0,0,,,
PARSHWA INFOSOLUTIONS PRIVATE LIMITED,,,0,0,236.0,,0,0,0,0,0,0,-236.0,0,0,,,
Parshwanath Travels,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
PATHRE NANJAPPA SETTY AND SONS,743.00,743.00,743.0,0,1486.0,,0,0,0,1486.0,743.0,2:1,743.0,743.0,1:1,,,
Paulo Travel,,10443.00,10443.0,10443.0,0,7/29/2021,0,10443.0,0,10443.0,10443.0,1:1,10443.0,10443.0,1:1,,,
Paulo Travels,10443.00,10443.00,0,10443.0,0,6/30/2021,0,0,0,0,0,0,0,0,0,,Monthly,
Paulo Travels Pvt Ltd,6962.00,10443.00,20886.0,27848.0,0,2/22/2022,13924,20886.0,1:2,27848.0,20886.0,1:1,27848.0,20886.0,1:1,halfyearly,,
PAUL RESORTS AND HOTELS PRIVATE LIMITED,,5921.00,14803.0,0,14803.0,,0,5921,0,14803.0,14803.0,1:1,5921.0,14803.0,1:3,,,
PAVAN TRAVELS,7000.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
PAVITHRAA TOTALGAZ DISTRIBUTORS,743.00,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
PAVITHRA BULK CARRIERS,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Pawan Travels  10442,,6962.00,6962.0,6962.0,0,9/6/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
PCS LOGISTICS HPCL,3660.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
Pearl Insulation Pvt Ltd,2006.00,,0,0,6018.0,,0,0,0,0,0,0,-4012.0,0,0,,yearly,
People Bus Service,7000.00,6962.00,0,6962.0,6962.0,8/27/2021,0,0,0,0,0,0,0,0,0,,,
PERCEPTRON SOFTWARE LABS  OLD,,,0,0,41463.0,,0,0,0,0,0,0,-41463.0,0,0,,,
Petals Eternal Techno School,2500.00,3540.00,4374.0,2950.0,3924.0,9/6/2021,3437,4374.0,1:1,6874.0,4374.0,2:1,6874.0,4374.0,2:1,quaterly,,
PGS TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Pickit Gourmet Pvt Ltd,7240.00,,5477.0,0,20699.0,,1392,1484,1:1,20699.0,5477.0,4:1,16706.0,5477.0,3:1,Monthly,quaterly,Monthly:quaterly
PJS Trakker Pvt Ltd,3500.00,3481.00,0,3481.0,3481.0,10/28/2021,0,0,0,0,0,0,0,0,0,,,
Plantations Socfinaf Ghana (PSG) Limited,,,0,0,15511.0,,0,0,0,0,0,0,-15511.0,0,0,,,
P M TRANSLINES IOCL 11032233,,,0,0,1000.0,,0,0,0,0,0,0,-1000.0,0,0,,,
PNA TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Polar Car Rental Pvt . Ltd,,,0,0,4837.0,,0,0,0,0,0,0,-4837.0,0,0,,,
PONNE PRODUCT EXPORTS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
PONNI TRANSPORT HPCL,2745.00,2745.00,0,0,4575.0,,2287,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
PONNI TRANSPORTS IOCL 11037516,,,0,0,982.42,,0,0,0,0,0,0,-982.42,0,0,,,
PONNIVELU BULK CARRIERSS IOCL 11032047,,,0,0,4525.0,,0,0,0,0,0,0,-4525.0,0,0,,,
Pooja Express Tour and Travel21316,,3481.00,0,3481.0,3481.0,5/8/2021,0,0,0,0,0,0,0,0,0,,,
Pradhan Travels,,3481.00,3481.0,3481.0,0,4/6/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Pragathi Tourist,,,0,20886.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
PRANAV TOTALGAZ DISTRIBUTOR,743.00,743.00,0,0,1486.0,,0,0,0,0,0,0,-743.0,0,0,,,
Pravin Electricals Pvt Ltd,18939.00,10620.00,12431.0,0,31370.0,,0,-8319,0,31370.0,12431.0,3:1,10620.0,12431.0,1:1,,,
PRITHVI VAHAN,,,0,0,3481.0,4/8/2021,0,0,0,0,0,0,-3481.0,0,0,,,
Priya Transport HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
P R TOTAL GAZ DISTRIBUTORS,,,0,0,1487.0,,0,0,0,0,0,0,-1487.0,0,0,,,
PUNJAB CARBONIC PVT LTD,1300.00,11965.00,19942.0,39241.0,36580.0,7/17/2021,7582,19942.0,1:3,75821.0,19942.0,4:1,75821.0,19942.0,4:1,Monthly,Monthly,Monthly:Monthly
Puri Oil Mills Limited,31860.00,,39994.0,0,71854.0,,0,0,0,71854.0,39994.0,2:1,31860.0,39994.0,1:1,,,
PUSHPAVALLI BULK CARRIER (DHANAPAL T ) 11026789,,,0,0,1191.26,,0,0,0,0,0,0,-1191.26,0,0,,,
QCS Communication Technologies Pvt Ltd,6962.00,6962.00,0,6962.0,0,8/10/2021,0,0,0,0,0,0,0,0,0,,,
RADHABAI GAS AGENCIES,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
Radhakrishna Travels,,7000.00,0,7000.0,7000.0,4/14/2021,0,0,0,0,0,0,0,0,0,,,
RADHASWAMI TRANSPORT PRIVATE LIMITED,43058.00,2124.00,99416.0,270800.0,412459.0,2/7/2022,45312,77892,1:2,565269.0,99416.0,6:1,543745.0,99416.0,5:1,Monthly,Monthly,Monthly:Monthly
RADICAL HAULAGE SOLUTIONS PRIVATE LIMITED,,,0,0,6372.0,,0,0,0,0,0,0,-6372.0,0,0,,,
Radisson Blu Atria Bengaluru,,,0,0,9158.0,,0,0,0,0,0,0,-9158.0,0,0,,,
Raghu Travels,15000.00,,69989.0,0,121509.0,,5506,-18480,0:1,121509.0,69989.0,2:1,33040.0,69989.0,1:2,quaterly,quaterly,quaterly:quaterly
RAJAMURUGAN Roadways IOCL 10102113,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
Raj Bus Service,,,6696.0,55696.0,0,12/30/2021,0,6696.0,0,55696.0,6696.0,8:1,55696.0,6696.0,8:1,,,
Rajdhani Bus Services15678,,6962.00,6962.0,6962.0,0,12/10/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Rajdhani Travels,,6962.00,6962.0,6962.0,6962.0,4/30/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
RAJESH ROAD TRANSPORTS IOCL 11007327,,,0,0,62890.0,,0,0,0,0,0,0,-62890.0,0,0,,,
Raj Kalpana Travels,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Rajnigandha Travels21461,,6962.00,6962.0,6962.0,0,2/18/2022,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Ram & Co,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Ram Dalal Holidays,,,0,0,10443.0,,0,0,0,0,0,0,-10443.0,0,0,,,
Ramesh,,,0,0,3069.0,,0,0,0,0,0,0,-3069.0,0,0,,,
RAMESH BULK CARRIERS IOCL 11004653,,,0,0,1296.36,,0,0,0,0,0,0,-1296.36,0,0,,,
RAMJOTHI ROADWAYS IOCL 11004648,,,0,0,4895.04,,0,0,0,0,0,0,-4895.04,0,0,,,
RAMNARAYAN DEVISAHAI,,,0,0,4605.0,,0,0,0,0,0,0,-4605.0,0,0,,,
RAM TOTALGAZ DISTRIBUTOR,743.00,743.00,0,0,1486.0,,0,0,0,0,0,0,-743.0,0,0,,Monthly,
Rao Milan travels 16051,,,0,0,3000.0,,0,0,0,0,0,0,0,0,0,,,
Rashi Eco Tourism Ltd,,,0,0,32450.0,,0,0,0,0,0,0,-32450.0,0,0,,,
Rashi Eco Tourism Ltd.Old,,,0,0,28159.0,,0,0,0,0,0,0,-28159.0,0,0,,,
Rathimeena,,,12829.0,0,17329.0,12/30/2021,0,-4500,0,17329.0,12829.0,1:1,0.0,12829.0,0,,,
Rathore Travels 15202,,,0,0,167.0,,0,0,0,0,0,0,-167.0,0,0,,,
Ratia Indane Gas Service,,,5948.0,0,5948.0,,0,2974,0,5948.0,5948.0,1:1,2974.0,5948.0,1:2,,,
RAVI DOREPALLY,8107.00,,0,0,8107.0,,0,0,0,0,0,0,0,0,0,,,
RAVI ROADLINES IOCL 11032209,,,0,0,39650.52,,0,0,0,0,0,0,-39650.52,0,0,,,
RAVISHANKAR NULU IOCL 11026718,,,0,0,19589.68,,0,0,0,0,0,0,-19589.68,0,0,,,
Rayan Travels17863,,,10329.0,0,31329.0,4/8/2021,0,-21000,0,31329.0,10329.0,3:1,0.0,10329.0,0,,,
Rayan Travels18387,,,0,0,0,4/8/2021,0,0,0,0,0,0,0,0,0,,,
RCS BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
RCS BULK CARRIERS IOCL 11020491,,,0,0,546.84,,0,0,0,0,0,0,-546.84,0,0,,,
RCS LORRY SERVICE,28674.00,35843.00,35844.0,0,182547.0,,91273,35844.0,3:1,182547.0,35844.0,5:1,182547.0,35844.0,5:1,halfyearly,halfyearly,halfyearly:halfyearly
Recall India Information Management Pvt Ltd,870.00,708.00,0,0,7493.0,,832,0,0,0,0,0,0,0,0,Monthly,Monthly,Monthly:Monthly
Red apple bus service,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Red Express19948,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
RentACar,23045.00,1982.00,32556.0,0,159140.0,,11911,16349,1:1,159140.0,32556.0,5:1,142933.0,32556.0,4:1,Monthly,Monthly,Monthly:Monthly
R GOPAL TRANSPORT,43281.00,13275.00,24602.0,0,86203.0,,42748,23895,2:1,86203.0,24602.0,4:1,85496.0,24602.0,3:1,halfyearly,,
R GOPAL TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Rhenus Logistics India Pvt Limited�,,,0,0,11221.0,,0,0,0,0,0,0,-11221.0,0,0,,,
RHG TELECOMMUNICATIONS PRIVATE LIMITED,,,14160.0,0,14160.0,,0,14160.0,0,14160.0,14160.0,1:1,14160.0,14160.0,1:1,,,
RISHAB BUS PRIVATE LIMITED,50000.00,13759.00,110222.8,0,302367.0,9/1/2021,29810,-13279,-2:1,302367.0,110222.8,3:1,178865.0,110222.8,2:1,halfyearly,halfyearly,halfyearly:halfyearly
RITU ROADLINES,,,0,0,124194.73,,0,0,0,0,0,0,-124194.73,0,0,,,
R J M TRANSPORTS IOCL 11020492,,,0,0,546.84,,0,0,0,0,0,0,-546.84,0,0,,,
RK Road lines HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,yearly,halfyearly:yearly
RK TANKER SERVICES IOCL 11004604,,,0,0,15344.84,,0,0,0,0,0,0,-15344.84,0,0,,,
RMS LOGISTICS HPCL,9150.00,9150.00,0,0,9150.0,,0,0,0,0,0,0,0,0,0,,,
RMS TRANSPORT(Ashok Roadlines),,,0,0,18035.72,,0,0,0,0,0,0,-18035.72,0,0,,,
RN ROADWAYS IOCL 11004589,,,0,0,4525.42,,0,0,0,0,0,0,-4525.42,0,0,,,
RN TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
RN TRANSPORT IOCL 11004590,,,0,0,9440.0,,0,0,0,0,0,0,-9440.0,0,0,,,
R N TRANSPORTS IOCL,,,0,0,3187.5,,0,0,0,0,0,0,-3187.5,0,0,,,
Road Panda,,,0,0,21001.0,,0,0,0,0,0,0,-21001.0,0,0,,,
ROCKEIRA ENGINEERING LLP,8850.00,,0,0,8850.0,,0,0,0,0,0,0,-8850.0,0,0,,,
Royal�travels�hills 18034,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
R P S BULK CARRIERS HPCL,2440.00,2440.00,0,0,4575.0,,2287,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
R P S BULK CARRIERS IOCL 11004591,,,0,0,546.84,,0,0,0,0,0,0,-546.84,0,0,,,
RPS bullet service HPCL,1830.00,1830.00,0,0,10010.0,,1830,0,0,0,0,0,-6350.0,0,0,halfyearly,Monthly,halfyearly:Monthly
R P S BULLET SERVICE IOCL 11004611,,,0,0,5546.84,,0,0,0,0,0,0,-5546.84,0,0,,,
R P S TRANSPORTS HPCL,3965.00,3965.00,0,0,3965.0,,0,0,0,0,0,0,0,0,0,,,
Rp Tours and Travels,,6962.00,13924.0,13924.0,0,3/28/2022,6962,13924.0,1:2,13924.0,13924.0,1:1,13924.0,13924.0,1:1,halfyearly,,
RR LOGISTICS HPCL,1830.00,1830.00,0,0,3355.0,,1677,0,0,0,0,0,0,0,0,quaterly,Monthly,quaterly:Monthly
RSC Logistics Pvt Ltd,,,0,0,28502.0,,0,0,0,0,0,0,-28502.0,0,0,,,
R SPECTRUM SERVICES,,,0,0,3597.0,,0,0,0,0,0,0,-3597.0,0,0,,,
R S R Travels,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
RS transport HPCL,1830.00,1830.00,0,0,8890.0,,1830,0,0,0,0,0,-5230.0,0,0,halfyearly,Monthly,halfyearly:Monthly
RS TRANSPORT IOCL 11020495,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
RS Yadav Volvo bus services Pvt Ltd,,9440.00,0,9440.0,9440.0,8/27/2021,0,0,0,0,0,0,0,0,0,,,
RUBIGA ROADWAYS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Rudraksh Travels19953,,6962.00,6962.0,6962.0,0,4/8/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
RVR ROADWAYS HPCL,1830.00,1830.00,0,0,5490.0,,2745,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
SAAHAS,72216.00,92273.00,0,88264.0,92273.0,3/11/2022,0,0,0,0,0,0,0,0,0,,,
SAASI TRANSPORTS IOCL 11004742,,,0,0,549.68,,0,0,0,0,0,0,-549.68,0,0,,,
Sabado Technologies Pvt Ltd,70800.00,,8400.0,0,79200.0,,0,-70800,0,79200.0,8400.0,9:1,0.0,8400.0,0,,,
Sabri Indane Gramin Vitrak,,1553.00,6285.0,0,6285.0,,0,1553,0,6285.0,6285.0,1:1,1553.0,6285.0,1:4,,,
SACHIN,,354.00,354.0,0,354.0,,0,354.0,0,354.0,354.0,1:1,354.0,354.0,1:1,,,
Sadhvi Rath17441,,6962.00,6962.0,6962.0,0,8/5/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Sagufta Travels,,3481.00,6943.0,3481.0,6962.0,4/17/2021,0,-19,0,10443.0,6943.0,2:1,3481.0,6943.0,1:2,,,
Saha and Co 17275,,,0,0,13886.0,,0,0,0,0,0,0,-13886.0,0,0,,,
Sahara Bus Service,,6962.00,6962.0,6962.0,6962.0,11/30/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Sai Abhishek Tours& Travels,8162.00,7572.00,0,7572.0,0,8/26/2021,0,0,0,0,0,0,0,0,0,,,
SAI AUTORIDERS PRIVATE LIMITED,32538.00,1770.00,1770.0,0,510941.0,,40018,-149006,0:1,510941.0,1770.0,289:1,360165.0,1770.0,203:1,quaterly,halfyearly,quaterly:halfyearly
Sai Krishna21588,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Sai Krishna Transport,,,0,0,4035.0,,0,0,0,0,0,0,-4035.0,0,0,,,
Sai Krishna Travel22300,,3481.00,3481.0,3481.0,0,10/7/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Sai Krishna Travels,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
SAI SRI ENTERPRISES,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
SAI SWAROOPA TRAVELS 16925,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Sai Tarun Tours and Travels,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SAI TRANSPORTS (SIDHARTH S) 11026805,,,0,0,2402.42,,0,0,0,0,0,0,-2402.42,0,0,,,
Sai Travels20552,,6962.00,13924.0,13924.0,0,1/6/2022,6962,13924.0,1:2,13924.0,13924.0,1:1,13924.0,13924.0,1:1,halfyearly,,
Sai Virbhadra Tours And Travels 15605,17600.00,17601.00,1.0,17601.0,0,2/9/2022,0,1.0,0,17601.0,1.0,17601:1,17601.0,1.0,17601:1,,,
SAKTHI SANKAR TRANSPORT IOCL 11004747,,,0,0,546.0,,0,0,0,0,0,0,-546.0,0,0,,,
SAKTHI VINAYAKA TRANSPORTS IOCL 11020548,,,0,0,14962.42,,0,0,0,0,0,0,-14962.42,0,0,,,
Saleem Travels 2197,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
SALMAN WHEEL CABS PRIVATE LIMITED,3309.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
